,id,label,statement,subject,speaker,speaker_title,State,party_affiliation,barely_true,false,half_true,mostly_true,pants_on_fire,context,Polarity,sentiment_score,variation,sensational_value,label_value
1155,10379.json,barely-true,name frank risen popularity 20 percent since debut house cardson netflix,pop-culture,matt-lauer,Today Show host,,none,1,0,0,0,0,a red carpet interview before the Golden Globes,0,1,0.154,0,5
1156,13485.json,mostly-true,slavery still allowable wisconsin law long punishment crime,"criminal-justice,legal-issues",lena-taylor,"State Senator, District 4",Wisconsin,democrat,1,1,0,1,1,an opinion column,-1,-1,0.511,1,1
1157,8602.json,barely-true,president barack obama power stop deportation undocumented immigrants country,immigration,obamas-heckler,,,none,1,0,0,0,0,comments during the president's speech,0,-1,0.128,0,5
1158,3645.json,TRUE,foreign companies united states significantly higher unionization rate companies overall,"labor,unions",sherrod-brown,U.S. Senator,Ohio,democrat,3,4,5,8,1,a Senate committee hearing,0,1,0.167,0,0
1159,9090.json,mostly-true,says georgians get health insurance 105 month,health-care,kathleen-sebelius,U.S. Health and Human Services Secretary,Kansas,democrat,1,0,1,3,1,Atlanta press conference,0,0,0,0,1
1160,3914.json,half-true,says 1 000 world war ii veterans die every day,veterans,david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,a tweet,0,-1,0.527,1,2
1161,10406.json,TRUE,federal officials declared grant funds could used milwaukees streetcar project meaning isnt possible redirect money modes public transportation public schools,"city-government,infrastructure,transportation",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3,4,4,3,1,a newspaper opinion piece,-1,1,0.072,0,0
1162,1116.json,mostly-true,john mccain twitter account 1 1 million followers official white house twitter account 830 000,"pop-culture,pundits",john-king,An anchor for CNN,,none,0,0,0,1,0,an interview on CNN's State of the Union,1,0,0,0,1
1163,4916.json,mostly-true,ohios planned parenthood operations received millions taxpayer dollars via federal grants 2010 2011,abortion,ohio-right-life,,Ohio,none,1,0,0,1,0,a news release,0,1,0.112,0,1
1164,12367.json,FALSE,says president obamas deal allows iran produce nuclear weapon,"foreign-policy,nuclear",carlos-beruff,Developer,Florida,republican,3,1,0,0,0,a press release,0,-1,0.196,0,4
1165,916.json,pants-fire,stimulus bill includes 300 000 sculpture garden miami,"economy,stimulus",eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,an interview on the Fox News Channel.,0,0,0,0,3
1166,4420.json,half-true,thomas jefferson expressed strong support balanced budget amendment 1798,"deficit,federal-budget,history",bob-goodlatte,U.S. Congressman,Virginia,republican,0,1,4,3,0,a speech.,1,1,0.4,1,2
1167,11922.json,half-true,says marco rubio went univision spanish promised would first day office rescind president obamas illegal executive action,immigration,ted-cruz,Senator,Texas,republican,36,33,15,19,8,an interview on Fox News,-1,-1,0.036,0,2
1168,5466.json,half-true,president obama u security funding israel time high,"foreign-policy,israel,military",democratic-national-committee,,,none,8,2,10,8,0,a Web video advertisement,1,1,0.167,0,2
1169,4249.json,barely-true,says state rep sandy pasch nothing stop people scamming wisconsin shares child care subsidy program voted funding fraud investigators,state-budget,club-growth,,,none,4,5,4,2,0,in a radio ad,0,0,0.01,0,5
1170,12771.json,mostly-true,top one tenth 1 percent owns almost much wealth bottom 90 percent,"economy,income,taxes,wealth",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,remarks at the Democratic National Convention in Philadelphia,1,1,0.253,0,1
1171,1687.json,FALSE,united states first created federal income tax frankly nobody million dollars year paid anything,"history,taxes",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,a speech to the Southern Republican Leadership Conference,1,1,0.231,0,4
1172,3484.json,mostly-true,says milwaukee county parks director sue black received pay raise five years,labor,chris-abele,Philanthropist,Wisconsin,none,3,5,4,4,2,a campaign appearance,-1,0,0.085,0,1
1173,4631.json,barely-true,says romney wrote first edition book health care plan expanded nationwide took book,health-care,rick-santorum,,Pennsylvania,republican,12,16,13,7,5,a Republican presidential primary debate,1,1,0.106,0,5
1174,7867.json,pants-fire,says gov john kasich implied portion workers compensation rebates employers directed back form campaign cash,"campaign-finance,workers",tom-letson,Representative,Ohio,democrat,0,0,0,0,1,an emailed news release ,0,0,0,0,3
1175,1417.json,FALSE,300 state agencies forty five agencies related health care,health-care,kay-bailey-hutchison,U.S. Senator,Texas,republican,2,4,4,3,0,a debate.,0,1,0.186,0,4
1176,9687.json,mostly-true,says rep bruce braley iowa missed 79 percent veterans affairs committee hearings,"congress,veterans",concerned-veterans-america,,,organization,1,0,0,1,0,a television ad,0,-1,0.155,0,1
1177,12029.json,half-true,nascar endorsed trump,"candidates-biography,sports",donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a speech in Concord, N.C.",0,1,0.5,1,2
1178,7273.json,TRUE,abraham lincoln visited say even danced ohio senate chamber,history,keith-faber,State senator,Ohio,republican,0,0,1,0,0,a speech in the Ohio Senate,0,0,0,0,0
1179,4428.json,FALSE,premiums medicares prescription drug program fallen almost every year since began,"health-care,medicare",johnny-isakson,U.S. Senator,Georgia,republican,2,3,3,2,0,a speech before the Greater North Fulton Chamber of Commerce,0,-1,0.152,0,4
1180,6932.json,TRUE,mitt romney governor massachusetts stood front coal plant pointed said plant kills,"debates,energy",barack-obama,President,Illinois,democrat,70,71,160,163,9,"in a town-hall debate in Long Island, N.Y.",0,-1,0.137,0,0
1181,3846.json,pants-fire,central falls school system spent 100 000 time clock,"city-budget,education,government-efficiency",john-tassoni-jr,President of The Sentinel Group,Rhode Island,democrat,0,0,0,0,1,a news release,-1,0,0,0,3
1182,1839.json,half-true,ceo ebay whitman started separate division sells porn,"ethics,message-machine",steve-poizner,Insurance commissioner and gubernatorial candidate,California,republican,0,1,1,1,0,an online campaign commercial ,0,0,0,0,2
1183,12230.json,half-true,mayor really serious supporting phillys schoolchildren handling citys looming fiscal crisis could begin slashing size administration already 45 percent larger predecessors 40 percent costly,"city-budget,city-government",joe-defelice,Philadelphia Republican City Committee Chairman,Pennsylvania,republican,0,0,1,0,0,As part of a Philadelphia Inquirer editorial,1,-1,0.156,0,2
1184,11328.json,mostly-true,top 1 10th 1 percent today america owns almost much wealth bottom 90 percent,"economy,income,retirement,social-security,wealth",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a speech.,1,1,0.228,0,1
1185,3274.json,mostly-true,75 percent jobs created state ohio created small business created huge corporations wealthy,"economy,jobs,small-business",bill-batchelder,State representative,Ohio,republican,0,1,1,1,3,an interview on WCPN 90.3 FM,1,1,0.197,0,1
1186,2418.json,barely-true,barnes opposed creation hope scholarship campaigned zell miller issue,education,GaGOP,,,republican,2,1,1,0,0,GOP press release,0,1,0.291,1,5
1187,11402.json,pants-fire,says donald trumps make america great againhats made china,china,tweets,,,none,2,3,1,2,3,tweets,1,1,0.291,1,3
1188,7579.json,half-true,changing rules governing judicial conflicts interest,"campaign-finance,legal-issues",ed-fallone,,,none,0,1,0,1,0,debate comments,0,0,0.032,0,2
1189,3780.json,TRUE,northeastern state passed photo id law,elections,rhode-island-aclu,,Rhode Island,organization,0,0,0,0,0,a news release,1,-1,0.216,0,0
1190,3145.json,FALSE,says government barrier innovation development,"education,federal-budget,market-regulation,science,technology",paul-broun,Congressman,Georgia,republican,4,8,3,2,1,a tweet during the State of the Union address,0,1,0.108,0,4
1191,9659.json,FALSE,40 50 percent dropout rate inner city schools,"corrections-and-updates,education",dan-patrick,Lieutenant governor-elect,Texas,republican,4,4,3,4,4,his speech at the state convention of the Republican Party of Texas,0,0,0,0,4
1192,11132.json,FALSE,law says police officer stops whatever says deal later,"corrections-and-updates,crime",harry-houck,Former NYPD detective,,none,0,1,0,0,0,"a panel debate on ""CNN Tonight with Don Lemon""",0,0,0.082,0,4
1193,2289.json,mostly-true,jim renacci cheated income taxes deadbeat citizen,"candidates-biography,legal-issues,message-machine,taxes",afscme,,,none,3,1,2,3,0,a television election ad,0,-1,0.248,0,1
1194,1400.json,half-true,says gov rick perry wall street bailout,"economy,federal-budget",kay-bailey-hutchison,U.S. Senator,Texas,republican,2,4,4,3,0,the Jan. 14 GOP gubernatorial debate,0,0,0.097,0,2
1195,7844.json,pants-fire,national rifle association founded religious leaders wanted protect freed slaves ku klux klan,"civil-rights,guns,religion",harry-alford,,,business-leader,0,0,0,0,1,a news conference,0,1,0.227,0,3
1196,7592.json,TRUE,legal ohio fire employee evict tenant gay,"gays-and-lesbians,housing,jobs,workers",progressohio,A liberal-oriented advocacy organization,Ohio,none,0,0,0,1,0,a fundraising email,1,-1,0.05,0,0
1197,4298.json,barely-true,says hometown paint creek texas doesnt even zip code,candidates-biography,rick-perry,Governor,Texas,republican,30,30,42,23,18,,0,0,0,0,5
1198,10632.json,TRUE,uber ride share firms required carry auto insurance georgia law,"government-regulation,states,transportation",rich-golick,State representative,Georgia,republican,0,0,0,0,0,an Atlanta Journal-Constitution story,-1,0,0,0,0
1199,11884.json,FALSE,says hillary clinton believes abortions legal even due date unborn child,"abortion,candidates-biography",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,the GOP primary debate in New Hampshire,1,0,0.077,0,4
1200,13166.json,barely-true,great recession emerged large part tax policies slashed taxes wealthy failed invest middle class took eyes wall street created perfect storm,"economy,financial-regulation,history,taxes",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,the first presidential debate at Hofstra University,1,1,0.089,0,5
1201,12057.json,TRUE,ive actually conversation protesters substance,"civil-rights,elections",ted-cruz,Senator,Texas,republican,36,33,15,19,8,"an interview on ""Meet the Press""",1,-1,0.147,0,0
1202,5649.json,FALSE,jerseycomeback keeps rolling thanks govchristie nj lowest corruption risk state,ethics,new-jersey-republican-state-committee,Political Party,New Jersey,republican,0,1,0,0,1,a tweet,1,-1,0.096,0,4
1203,4595.json,barely-true,says attempt try compare massachusetts health care law federal health care law completely intellectually dishonest governor romney raise one tax,health-care,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a news conference with Mitt Romney,-1,1,0.119,0,5
1204,8707.json,mostly-true,since 2007 david jolly given almost 30 000 keep democrats congress,elections,kathleen-peters,District 69 state representative,Florida,republican,1,1,0,1,0,a mailing to 13th Congressional District voters,0,1,0.23,0,1
1205,8497.json,FALSE,passage referendum aquarium clearwater means future funding neighborhoods,"city-budget,water",friends-clearwater-pac,,,none,0,1,0,0,0,a flier,0,-1,0.173,0,4
1206,3137.json,mostly-true,says texas ranks 44th nationally education funding per pupil,education,wendy-davis,state senator,Texas,democrat,5,1,8,12,1,a press release,0,0,0,0,1
1207,8499.json,mostly-true,health insurance expensive massachusetts anywhere else country,"health-care,states",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"comments on NBC's ""Meet the Press""",0,0,0,0,1
1208,12324.json,TRUE,two years gov mcauliffe vetoed bills previous three governors issued four year terms,voting-record,kirk-cox,House majority leader,Virginia,republican,0,0,0,1,0,a floor speech.,1,0,0,0,0
1209,349.json,FALSE,everything said campaign trail factually accurate,elections,bill-clinton,former president,Arkansas,democrat,4,2,12,11,3,"Portland, Maine",1,0,0,0,4
1210,12041.json,mostly-true,honduran children came country secretary clinton said send back,immigration,bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,the Democratic debate at Miami Dade College,0,0,0,0,1
1211,10997.json,mostly-true,says jeb bush said low income women get life together find husband,welfare,ultraviolet,Liberal advocacy group,"Washington, D.C.",none,2,0,1,1,0,a Facebook post,0,0,0,0,1
1212,1086.json,mostly-true,6 8 percent stimulus money actually spent,"economy,stimulus",jon-kyl,U.S. Senator,Arizona,republican,0,2,4,3,0,an interview on This Week with George Stephanopolous.,-1,0,0,0,1
1213,13188.json,FALSE,10 cents thedollar clinton foundation goes charitable causes,candidates-biography,mike-pence,Governor,Indiana,republican,8,10,12,5,0,the vice presidential debate,1,1,0.197,0,4
1214,5327.json,barely-true,president obama told people skip coming las vegas conventions meetings,"economy,tourism",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a stump speech in Las Vegas,0,0,0,0,5
1215,2461.json,pants-fire,says john boehner admits going different weve returning failed economic policies wrecked economy,economy,nancy-pelosi,House Minority Leader,California,democrat,3,7,11,2,3,a blog post,-1,-1,0.036,0,3
1216,8270.json,half-true,newark home one third commercial multi family development,"corrections-and-updates,housing",cory-booker,U.S. senator,New Jersey,democrat,0,4,2,8,0,an e-mailed campaign letter,0,0,0,0,2
1217,10551.json,barely-true,says debbie wasserman schultz voted repeatedly send terminally ill patients prison,marijuana,drug-policy-alliance,,Washington D.C.,none,1,0,0,0,0,an article in Politico,-1,-1,0.357,1,5
1218,12090.json,pants-fire,right wing extremists trying take seat push anti choice anti equality agenda state house,campaign-advertising,brian-sims,"State Rep., 182nd District",Pennsylvania,democrat,0,0,0,0,1,In a fundraising email to supporters,0,0,0,0,3
1219,2299.json,mostly-true,50 state lobbyists lobby legislature money every year,"government-efficiency,state-budget",rick-scott,Governor,Florida,republican,28,23,38,34,7,an interview with MSNBC's Chuck Todd.,0,0,0.078,0,1
1220,7472.json,mostly-true,atlanta since 1994 seven deadly sins mandatory minimum sentences took effect violent crime rate dropped 62 percent,"crime,criminal-justice",paul-howard,Fulton County District Attorney,Georgia,none,0,0,0,1,0,a news story,-1,-1,0.354,1,1
1221,4521.json,half-true,jim whelan 1990s decade since 1920s population atlantic city actually went,gambling,jim-whelan,,,democrat,0,0,2,1,0,a debate with Assemblyman Vince Polistina,0,0,0,0,2
1222,6170.json,mostly-true,says trimets analysis shows youthpass actually add transit agencys costs,"city-budget,transportation",sam-adams,Mayor of Portland,Oregon,democrat,3,2,5,2,0,in a press statement,1,0,0,0,1
1223,618.json,barely-true,john mccain offers billions tax breaks oil drug companies almost nothing families like,taxes,barack-obama,President,Illinois,democrat,70,71,160,163,9,a television ad,1,-1,0.129,0,5
1224,13528.json,TRUE,adopted modern social security system time average person died old enough get social security,"history,retirement,social-security,workers",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,a radio interview.,1,0,0.042,0,0
1225,5871.json,TRUE,coming 40th anniversary electing republican united states senate 1972 last time new jersey sent republican united states senate,"congress,elections",chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a speech at a Cato Institute event,1,1,0.167,0,0
1226,5717.json,pants-fire,sen sherrod browns vote helped pass barack obamas job killing health care law slapped small businesses throughout ohio 500 billion tax increase,"health-care,taxes",national-republican-senatorial-committee,,,republican,11,5,7,2,5,a news release,-1,1,0.208,0,3
1227,5478.json,barely-true,president obamas budget would call 25 trillion debt end term elected,"deficit,federal-budget",bob-mcdonnell,Governor,Virginia,republican,6,5,7,6,3,a symposium.,0,-1,0.111,0,5
1228,9201.json,barely-true,know sunday mornings usually given conservative white men,pundits,michael-eric-dyson,,,none,1,0,1,0,0,"a broadcast of ""The Ed Show""",-1,0,0,0,5
1229,5218.json,FALSE,rob cornilles endorsed 20 local mayors including independent democratic republican,bipartisanship,oregon-republican-party,,,organization,1,1,0,0,0,a campaign mailer,0,-1,0.091,0,4
1230,10777.json,half-true,delta animal deaths among u carriers past five years,"public-safety,transportation",bloomberg-bloombergcom,,,none,0,0,1,0,0,a news report,1,0,0,0,2
1231,2176.json,mostly-true,republican candidate governor karen handel run 100 percent negative campaign,"message-machine,campaign-advertising",nathan-deal,,,republican,9,5,11,11,0,a press release,-1,-1,0.252,0,1
1232,2116.json,FALSE,attorney general eric holder involved dismissal criminal charges new black panther party voter intimidation,"civil-rights,crime,elections,pundits",bill-oreilly,Fox News Channel host,,none,4,6,3,5,1,an online column,-1,-1,0.193,0,4
1233,3332.json,half-true,says state share texas public education spending increased 82 percent past decade reaching 20 billion 2009,education,rick-perry,Governor,Texas,republican,30,30,42,23,18,his State of the State address.,-1,1,0.253,0,2
1234,13122.json,mostly-true,richmond va theres moving vans coming going,"census,city-government,population",jack-berry,Mayoral candidate,Virginia,none,1,0,0,1,0,a debate.,1,0,0,0,1
1235,4019.json,FALSE,gov chris christie owes state money amenities like extra gorgonzola cheese staff trips,state-budget,new-jersey-democratic-state-committee,,New Jersey,democrat,2,2,1,0,0,a press release,0,1,0.122,0,4
1236,1531.json,pants-fire,glad wording ethics report corporate sponsored congressional trips clearly wording exonerates,ethics,charles-rangel,U.S. Congressman,New York,democrat,0,0,1,0,1,a press conference,1,1,0.328,1,3
1237,6524.json,half-true,paul ryans medicare plan could raise future retirees costs 6 000,"corrections-and-updates,health-care,medicare,message-machine-2012",barack-obama,President,Illinois,democrat,70,71,160,163,9,a campaign commercial,1,0,0,0,2
1238,9845.json,FALSE,tax inversions wall street journalsurprisingly attacked tax scheme,taxes,chris-matthews,Host of MSNBC's Hardball,,none,1,2,2,1,0,"a broadcast of MSNBC's ""Hardball""",0,-1,0.231,0,4
1239,9079.json,mostly-true,says stefani carter repeatedly used campaign contributors donations rent margarita machines state house office,"Alcohol,campaign-finance,ethics,public-service",linda-koop,,Texas,republican,0,0,0,1,0,a campaign mail flier,0,0,0,0,1
1240,5365.json,TRUE,may driven length football field five seconds takes check text,public-safety,greg-walden,U.S. representative,Oregon,republican,3,0,1,0,0,news television interview,0,0,0,0,0
1241,739.json,barely-true,introduced bill wouldve helped stop multimillion dollar bonus packages ceos grab way mccain opposed idea,economy,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a speech in Dunedin, Fla.",0,1,0.053,0,5
1242,3343.json,barely-true,nearly 500 000 registered sex offenders across country one time 100 000 unaccounted,"children,crime",peter-palumbo,State Representative,Rhode Island,democrat,3,1,1,0,0,a news release,1,-1,0.116,0,5
1243,11320.json,barely-true,government made accommodation fort hood shooter let grow beard religious reasons,"legal-issues,religion",mike-huckabee,author,Arkansas,republican,12,5,9,3,4,the CNN Republican debate,0,0,0,0,5
1244,5696.json,barely-true,says affordable care act new jerseys new medicaid enrollees wont qualify matching federal funds simply added onto rolls 2014,"health-care,medicaid",amy-handlin,State Assemblywoman,New Jersey,republican,1,0,0,0,0,an opinion piece in the Times of Trenton,1,1,0.106,0,5
1245,6921.json,barely-true,says obama administration watered sanctions iran delayed tried stop congress putting tough sanctions place,"foreign-policy,nuclear,terrorism,trade",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,the vice presidential debate,-1,-1,0.219,0,5
1246,9493.json,TRUE,says central texas river water sent downstream rice farmers 2011 equaled three years worth austins water use,water,austin-water-utility,,,none,0,0,0,0,0,as quoted in a StateImpact Texas news story,1,1,0.087,0,0
1247,3768.json,FALSE,wisconsin one states country currently require photographic identification vote,elections,terry-moulton,"State Senator, District 23",Wisconsin,republican,0,1,0,0,0,letters to constituents,-1,0,0,0,4
1248,8596.json,mostly-true,60 acres atlanta braves want build stadium produced zero splost money parks recreation produced zero money education,"baseball,sports",john-loud,"owner, Loud Security",Georgia,none,0,0,0,1,0,newspaper article ,0,1,0.149,0,1
1249,13126.json,FALSE,learn donald trump going federal elections see financial disclosure form looking tax returns,"candidates-biography,economy,income,job-accomplishments,taxes,transparency,wealth",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a Presidential debate at Hofstra University,1,0,0,0,4
1250,7850.json,TRUE,cuyahoga county passed program guarantee college savings account every single child enters kindergarten county first county united states,education,ed-fitzgerald,Cuyahoga County executive,Ohio,democrat,1,1,0,1,0,a campaign speech,1,1,0.146,0,0
1251,8828.json,FALSE,half young people medical dental law schools women,"education,health-care,legal-issues,women",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7,8,10,12,3,an interview with CNN,-1,0,0,0,4
1252,9421.json,pants-fire,ken block supports obamacare,"economy,health-care,message-machine-2014",allan-fung,"mayor, city of Cranston, R.I.",Rhode Island,republican,2,2,0,2,1,a TV commercial,0,0,0.054,0,3
1253,13299.json,barely-true,says hillary clinton wants open borders,"crime,foreign-policy,homeland-security,human-rights,immigration",donald-trump,President-Elect,New York,republican,63,114,51,37,61,the third 2016 presidential debate,1,0,0,0,5
1254,2101.json,barely-true,gop candidate governor nathan deal former clinton democrat,voting-record,karen-handel,,,republican,2,0,3,3,1,an interview on WSB-TV ,0,0,0,0,5
1255,698.json,FALSE,opponent promises bring back old jobs wishing away global economy,economy,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"St. Paul, Minn.",1,1,0.273,1,4
1256,12318.json,mostly-true,kelly ayotte voted four times federal paycheck fairness act,"congress,labor,voting-record,women",maggie-hassan,Candidate for governor,New Hampshire,democrat,1,2,2,4,0,a press release,0,0,0,0,1
1257,243.json,mostly-true,one every four homeless people streets veteran,poverty,john-edwards,former senator,North Carolina,democrat,0,2,4,4,1,a TV ad airing in Iowa and New Hampshire.,0,0,0,0,1
1258,4868.json,TRUE,legal sign recall petition gov scott walker even already signed another recall petition one signature counts,elections,one-wisconsin-now,,Wisconsin,organization,0,2,2,1,1,a website alert,1,0,0.052,0,0
1259,10575.json,half-true,education funding 7 176 per student historic level,"education,state-budget",rick-scott,Governor,Florida,republican,28,23,38,34,7,the State of the State address,0,0,0,0,2
1260,9586.json,FALSE,co sponsored rebuild america jobs act transportation infrastructure,"economy,jobs",jeff-merkley,U.S. Senator,Oregon,democrat,0,1,3,6,0,an economic issues statement,0,0,0,0,4
1261,4128.json,FALSE,says new report proves stimulus supported n j democrats cost 278 000 per job,stimulus,national-republican-congressional-committee,,,republican,18,9,8,5,8,a press release,1,1,0.15,0,4
1262,12276.json,pants-fire,says absurd say theres enough data establish link playing football chronic traumatic encephalopathy,"health-care,science,sports",jerry-jones,"Owner, president, general manager, Dallas Cowboys",Texas,none,0,1,0,0,1,remarks to reporters at NFL annual meeting,-1,-1,0.088,0,3
1263,12001.json,FALSE,wives 9 11 hijackers knew exactly happening went back saudi arabia two days attacks watch husbands television flying planes,"history,terrorism",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a GOP debate hosted by Fox,1,-1,0.088,0,4
1264,11183.json,pants-fire,says jill mccabe supports late term abortions larger baby parts profitable,abortion,dick-black,,,republican,0,0,0,0,1,a tweet,1,1,0.341,1,3
1265,13531.json,FALSE,says u rep nancy pelosi said employers cutting hours good thing gives person time pursue dreams passions,fake-news,turning-point-usa,,,organization,0,1,0,0,0,a Facebook post,1,1,0.24,0,4
1266,10678.json,half-true,florida law like indianas religious freedom restoration act,"civil-rights,gays-and-lesbians,marriage,religion",jeb-bush,,Florida,republican,17,5,17,24,2,an interview with Hugh Hewitt,0,1,0.489,1,2
1267,3312.json,FALSE,things said prank call blogger posing gop contributor david koch things ive said publicly along wisconsin budget debate,"candidates-biography,labor,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a news conference,0,0,0,0,4
1268,13151.json,pants-fire,say photographs hillary clinton debate show could earpiece,candidates-biography,blog-posting,,,none,7,19,3,5,44,Internet posts,0,0,0,0,3
1269,6908.json,barely-true,says joe biden went china said sympathized wouldnt second guess one child policy forced abortions sterilizations,"abortion,china",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,the vice presidential debate,-1,-1,0.125,0,5
1270,909.json,FALSE,whether seat roland burris new senator illinois,ethics,harry-reid,Senate Democratic Leader,Nevada,democrat,4,5,3,7,3,public statements.,1,0,0,0,4
1271,10087.json,pants-fire,2014 federal tax refunds delayed october 2015,taxes,chain-email,,,none,11,43,8,5,105,a chain email,0,-1,0.174,0,3
1272,11592.json,mostly-true,forty five states allow open carry firearms,guns,marion-hammer,"Executive director, Unified Sportsmen of Florida",Florida,none,0,1,0,2,0,a column on the National Rifle Association Institute for Legislative Action website,0,1,0.241,0,1
1273,298.json,FALSE,obama remains silent never asked feels church honoring farrakhan,religion,chain-email,,,none,11,43,8,5,105,,0,1,0.191,0,4
1274,13187.json,half-true,donald trump spoke phoenix looked audience eye said building wall deporting everybody said quote gone gone one ones go tape see donald trump said,immigration,tim-kaine,U.S. Senator,Virginia,democrat,8,3,15,15,0,a vice presidential debate in Virginia,0,-1,0.037,0,2
1275,124.json,half-true,john edwards never ever beginning political career never taken pac money money washington lobbyists ever joe trippi senior campaign adviser,ethics,john-edwards,former senator,North Carolina,democrat,0,2,4,4,1,a television interview.,0,0,0,0,2
1276,11916.json,mostly-true,jeb bush governor first four years governor medicaid program grew twice fast mine,"health-care,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,"the Republican debate in Charleston, S.C.",1,0,0,0,1
1277,12464.json,half-true,university wisconsin system jobs life tenure program professors,education,scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a radio interview,0,0,0,0,2
1278,6291.json,half-true,unemployment among oregon high school graduates aged 18 20 increased 200 percent 2008 2011 u average increased 30 percent,"economy,jobs,workers",cascade-policy-institute,,,organization,0,0,1,0,0,a website,1,0,0.042,0,2
1279,1606.json,mostly-true,hospitals doctors mris surgeries forth extensively used far expensive country many countries health care mitt romney former governor massachusetts republican 34 32 58 33 19 fox news sunday interview 9874 json barely true obamacare cuts seniors medicare health care medicare ed gillespie republican strategist washington c republican 2 3 2 2 1 campaign email 3072 json mostly true refusal many federal employees fly coach costs taxpayers 146 million annually government efficiency transparency newsmax magazine website florida none 0 0 0 1 0 e mail solicitation 2436 json mostly true florida spends 300 million year children repeating pre k 3rd grade education alex sink florida democrat 1 2 2 4 0 figures cites campaign website 9721 json true milwaukee county sheriff david clarke jr advised citizens point barrel center mass pull trigger 911 best option crime criminal justice guns legal issues greater wisconsin political fund wisconsin none 3 3 3 1 1 campaign tv ad 3627 json false almost 37 percent total income planned parenthood abortions abortion ronald renuart state representative florida republican 0 1 0 0 0 comments committee hearing 11900 json half true united states highest rate childhood poverty almost major country earth children poverty bernie u senator vermont independent 18 12 22 41 0 comments pbs democratic debate 4611 json true governor almond ri dmv program allowed undocumented people use personal tax identification number apply receive ri drivers license civil rights homeland security immigration public safety transportation workers david quiroa prresident guatemalan american alliance rhode island rhode island newsmaker 0 0 0 0 0 news release 3168 json pants fire illegal aliens cost state rhode island 400 million year census crime education health care immigration state budget taxes terry gorman president rhode islanders immigration law enforcement rhode island newsmaker 1 0 0 0 1 radio interview 6832 json pants fire says eric cantor voted assure congress would paid government shut guaranteeing troops would paid congressional rules federal budget military wayne powell lawyer virginia democrat 1 1 0 0 1 debate 5893 json mostly true congress froze current spending level cut 2 percent annually could balance budget five years deficit federal budget jamie radtke virginia republican 1 1 1 2 0 statement 3304 json true every wisconsin legislator votes bill give amount pay state employees labor state budget jeff fitzgerald incoming speaker state assembly wisconsin republican 2 0 1 2 2 interview fox news channel 1638 json half true marco rubio controlled funds 600 000 raised 4 000 went candidates try improve chances elected office,"elections,ethics,states",charlie-crist,,Florida,democrat,15,9,20,19,2,a debate on Fox News Sunday,1,1,0.008,0,1
1280,11056.json,mostly-true,says hillary clintons campaign hasnt clear wiped herserverof work emails,"elections,transparency",brianna-keilar,CNN Senior Political Correspondent,,none,0,0,0,1,0,"comments on CNN's ""State of the Union""",1,-1,0.135,0,1
1281,6941.json,FALSE,says rep jon runyan voted redefine rape,"abortion,crime,voting-record,women",shelley-adler,,,democrat,1,2,0,0,0,a campaign event,0,-1,0.402,1,4
1282,12268.json,mostly-true,ted cruz mathematically winning race,elections,donald-trump,President-Elect,New York,republican,63,114,51,37,61,a tweet,1,1,0.298,1,1
1283,1690.json,TRUE,john paul stevens protestant u supreme court,"religion,supreme-court,colbert-report",stephen-colbert,,,none,1,0,0,2,0,"an interview on Comedy Central's ""The Colbert Report""",0,1,0.247,0,0
1284,8401.json,mostly-true,eighty percent antibiotics country fed livestock,"agriculture,animals,consumer-safety,drugs,environment,food-safety,public-health,science",louise-slaughter,,New York,democrat,1,0,0,1,0,an interview on MSNBC,0,0,0,0,1
1285,6542.json,FALSE,year eric cantor received money oil companies member congress,"campaign-finance,energy",wayne-powell,lawyer,Virginia,democrat,1,1,0,0,1,website posting.,1,0,0,0,4
